City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
639,Awjilah,LY,80.58,clear sky,29.1081,21.2869,
641,Manicore,BR,85.21,broken clouds,-5.8092,-61.3003,Hotel Durval
642,Itaquyry,PY,65.23,overcast clouds,-24.9333,-55.2167,Posada Santa Celina
643,Aguimes,ES,72.23,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
644,Morondava,MG,72.72,clear sky,-20.2833,44.2833,La Case Bambou
645,Tecoanapa,MX,79.54,overcast clouds,16.5167,-98.75,Hotel Manglares
646,Cairns,AU,82.11,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
647,Icatu,BR,82.83,scattered clouds,-2.7758,-44.0658,Hotel Guaxenduba
650,Redlands,US,88.54,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
651,Port-Gentil,GA,76.96,scattered clouds,-0.7193,8.7815,Fengshui Residence
653,Guarapari,BR,70.9,clear sky,-20.6667,-40.4975,Hotel Porto do Sol
655,Tambilil,PH,81.63,overcast clouds,5.9622,124.6697,San Jose Beach Resort
656,Birao,CF,73.42,scattered clouds,10.2849,22.7882,
659,Tianpeng,CN,70.27,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
660,Goundam,ML,83.66,light rain,16.4145,-3.6708,
661,Willmar,US,80.55,clear sky,45.1219,-95.0433,Lakeview Inn
662,Iquitos,PE,89.64,scattered clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
664,Buala,SB,84.06,light rain,-8.145,159.5921,Maringe Lagoon Lodge
665,Netivot,IL,67.6,clear sky,31.4222,34.5886,"'בית החסד - מוסדות מאורות נתן' - מיסודו של הרב נתן בוקובזה זצוק""ל"
666,Nabire,ID,78.35,scattered clouds,-3.3667,135.4833,Hotel Nusantara I
668,Katsuura,JP,84.22,broken clouds,35.1333,140.3,Katsuura Hotel Mikazuki
669,Sao Gabriel Da Cachoeira,BR,80.42,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
670,Kaduqli,SD,71.98,overcast clouds,11.0167,29.7167,Nussyba
671,Galesburg,US,86.79,clear sky,40.9478,-90.3712,"Holiday Inn Express & Suites Galesburg, an IHG Hotel"
672,Obo,CF,68.23,scattered clouds,5.3998,26.4869,
673,Muana,BR,80.78,overcast clouds,-1.5283,-49.2167,Pousada Bella do Marajó
676,Marawi,PH,72.09,broken clouds,7.9986,124.2928,Derogongan Residence
680,Salinopolis,BR,80.62,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
682,Ranipur,PK,80.65,clear sky,27.2879,68.5051,Dr. Kadir Bakhsh Memon House
684,Biak,ID,77.67,overcast clouds,-0.9131,122.8766,Penginapan Kim
685,Dogondoutchi,NE,82.35,broken clouds,13.6393,4.0287,Hôtel Alheri Maison Alheri
686,Hun,LY,87.96,clear sky,29.1268,15.9477,Alrwasi Hotel
687,Cuamba,MZ,74.12,clear sky,-14.8031,36.5372,Hotel Vision
689,Aswan,EG,80.42,clear sky,24.0934,32.907,Nuba Nile
691,Praia,CV,79.34,scattered clouds,14.9215,-23.5087,LT Aparthotel
692,Angoche,MZ,72.99,clear sky,-16.2325,39.9086,Guest House HESADA
696,Ponta Delgada,PT,76.5,few clouds,37.7333,-25.6667,Vila Nova Hotel
